Barcode	Origi	Set
human1_lib2.final_cell_0024	ductal	Donor1
human1_lib2.final_cell_0025	delta	Donor1
human1_lib2.final_cell_0026	delta	Donor1
human1_lib2.final_cell_0027	beta	Donor1
human1_lib2.final_cell_0028	delta	Donor1
human1_lib2.final_cell_0029	beta	Donor1
human1_lib2.final_cell_0030	beta	Donor1
human1_lib2.final_cell_0031	delta	Donor1
human1_lib2.final_cell_0032	gamma	Donor1
human1_lib2.final_cell_0033	beta	Donor1
human1_lib2.final_cell_0034	delta	Donor1
human1_lib2.final_cell_0035	beta	Donor1
human1_lib2.final_cell_0036	delta	Donor1
human1_lib2.final_cell_0037	beta	Donor1
human1_lib2.final_cell_0038	alpha	Donor1
human1_lib2.final_cell_0039	beta	Donor1
human1_lib2.final_cell_0040	delta	Donor1
human1_lib2.final_cell_0041	delta	Donor1
human1_lib2.final_cell_0042	beta	Donor1
human1_lib2.final_cell_0043	delta	Donor1
human1_lib2.final_cell_0044	delta	Donor1
human1_lib2.final_cell_0045	ductal	Donor1
human1_lib2.final_cell_0046	beta	Donor1
human1_lib2.final_cell_0047	delta	Donor1
human1_lib2.final_cell_0048	delta	Donor1
human1_lib2.final_cell_0049	alpha	Donor1
human1_lib2.final_cell_0050	beta	Donor1
human1_lib2.final_cell_0051	alpha	Donor1
human1_lib2.final_cell_0052	alpha	Donor1
human1_lib2.final_cell_0053	beta	Donor1
human1_lib2.final_cell_0054	acinar	Donor1
human1_lib2.final_cell_0055	beta	Donor1
human1_lib2.final_cell_0056	beta	Donor1
human1_lib2.final_cell_0057	beta	Donor1
human1_lib2.final_cell_0058	delta	Donor1
human1_lib2.final_cell_0059	activated_stellate	Donor1
human1_lib2.final_cell_0060	beta	Donor1
human1_lib2.final_cell_0061	beta	Donor1
human1_lib2.final_cell_0062	beta	Donor1
human1_lib2.final_cell_0063	delta	Donor1
human1_lib2.final_cell_0064	beta	Donor1
human1_lib2.final_cell_0065	alpha	Donor1
human1_lib2.final_cell_0066	ductal	Donor1
human1_lib2.final_cell_0067	acinar	Donor1
human1_lib2.final_cell_0068	delta	Donor1
human1_lib2.final_cell_0069	beta	Donor1
human1_lib2.final_cell_0070	beta	Donor1
human1_lib2.final_cell_0071	beta	Donor1
human1_lib2.final_cell_0072	acinar	Donor1
human1_lib2.final_cell_0073	beta	Donor1
human1_lib2.final_cell_0074	delta	Donor1
human1_lib2.final_cell_0075	beta	Donor1
human1_lib2.final_cell_0076	beta	Donor1
human1_lib2.final_cell_0077	beta	Donor1
human1_lib2.final_cell_0078	delta	Donor1
human1_lib2.final_cell_0079	delta	Donor1
human1_lib2.final_cell_0080	beta	Donor1
human1_lib2.final_cell_0081	delta	Donor1
human1_lib2.final_cell_0082	beta	Donor1
human1_lib2.final_cell_0083	beta	Donor1
human1_lib2.final_cell_0084	beta	Donor1
human1_lib2.final_cell_0085	beta	Donor1
human1_lib2.final_cell_0086	beta	Donor1
human1_lib2.final_cell_0087	beta	Donor1
human1_lib2.final_cell_0088	acinar	Donor1
human1_lib2.final_cell_0089	beta	Donor1
human1_lib2.final_cell_0090	beta	Donor1
human1_lib2.final_cell_0091	beta	Donor1
human1_lib2.final_cell_0092	alpha	Donor1
human1_lib2.final_cell_0093	endothelial	Donor1
human1_lib2.final_cell_0094	beta	Donor1
human1_lib2.final_cell_0095	delta	Donor1
human1_lib2.final_cell_0096	beta	Donor1
human1_lib2.final_cell_0097	delta	Donor1
human1_lib2.final_cell_0098	beta	Donor1
human1_lib2.final_cell_0099	delta	Donor1
human1_lib2.final_cell_0100	beta	Donor1
human1_lib2.final_cell_0101	beta	Donor1
human1_lib2.final_cell_0102	delta	Donor1
human1_lib2.final_cell_0103	ductal	Donor1
human1_lib2.final_cell_0104	beta	Donor1
human1_lib2.final_cell_0105	beta	Donor1
human1_lib2.final_cell_0106	ductal	Donor1
human1_lib2.final_cell_0107	beta	Donor1
human1_lib2.final_cell_0108	beta	Donor1
human1_lib2.final_cell_0109	beta	Donor1
human1_lib2.final_cell_0110	beta	Donor1
human1_lib2.final_cell_0111	acinar	Donor1
human1_lib2.final_cell_0112	acinar	Donor1
human1_lib2.final_cell_0113	beta	Donor1
human1_lib2.final_cell_0114	alpha	Donor1
human1_lib2.final_cell_0115	beta	Donor1
human1_lib2.final_cell_0116	delta	Donor1
human1_lib2.final_cell_0117	beta	Donor1
human1_lib2.final_cell_0118	beta	Donor1
human1_lib2.final_cell_0119	beta	Donor1
human1_lib2.final_cell_0120	beta	Donor1
human1_lib2.final_cell_0121	beta	Donor1
human1_lib2.final_cell_0122	ductal	Donor1
human1_lib2.final_cell_0123	beta	Donor1
human1_lib2.final_cell_0124	acinar	Donor1
human1_lib2.final_cell_0125	beta	Donor1
human1_lib2.final_cell_0126	acinar	Donor1
human1_lib2.final_cell_0127	beta	Donor1
human1_lib2.final_cell_0128	ductal	Donor1
human1_lib2.final_cell_0129	beta	Donor1
human1_lib2.final_cell_0130	activated_stellate	Donor1
human1_lib2.final_cell_0131	alpha	Donor1
human1_lib2.final_cell_0132	beta	Donor1
human1_lib2.final_cell_0133	delta	Donor1
human1_lib2.final_cell_0134	delta	Donor1
human1_lib2.final_cell_0135	beta	Donor1
human1_lib2.final_cell_0136	beta	Donor1
human1_lib2.final_cell_0137	beta	Donor1
human1_lib2.final_cell_0138	beta	Donor1
human1_lib2.final_cell_0139	acinar	Donor1
human1_lib2.final_cell_0140	beta	Donor1
human1_lib2.final_cell_0141	beta	Donor1
human1_lib2.final_cell_0142	beta	Donor1
human1_lib2.final_cell_0143	delta	Donor1
human1_lib2.final_cell_0144	beta	Donor1
human1_lib2.final_cell_0145	ductal	Donor1
human1_lib2.final_cell_0146	beta	Donor1
human1_lib2.final_cell_0147	beta	Donor1
human1_lib2.final_cell_0148	ductal	Donor1
human1_lib2.final_cell_0149	macrophage	Donor1
human1_lib2.final_cell_0150	beta	Donor1
human1_lib2.final_cell_0151	delta	Donor1
human1_lib2.final_cell_0152	beta	Donor1
human1_lib2.final_cell_0153	beta	Donor1
human1_lib2.final_cell_0154	beta	Donor1
human1_lib2.final_cell_0155	beta	Donor1
human1_lib2.final_cell_0156	beta	Donor1
human1_lib2.final_cell_0157	activated_stellate	Donor1
human1_lib2.final_cell_0158	beta	Donor1
human1_lib2.final_cell_0159	beta	Donor1
human1_lib2.final_cell_0160	ductal	Donor1
human1_lib2.final_cell_0161	beta	Donor1
human1_lib2.final_cell_0162	beta	Donor1
human1_lib2.final_cell_0163	beta	Donor1
human1_lib2.final_cell_0164	beta	Donor1
human1_lib2.final_cell_0165	beta	Donor1
human1_lib2.final_cell_0166	delta	Donor1
human1_lib2.final_cell_0167	beta	Donor1
human1_lib2.final_cell_0168	beta	Donor1
human1_lib2.final_cell_0169	delta	Donor1
human1_lib2.final_cell_0170	beta	Donor1
human1_lib2.final_cell_0171	beta	Donor1
human1_lib2.final_cell_0172	beta	Donor1
human1_lib2.final_cell_0173	beta	Donor1
human1_lib2.final_cell_0174	alpha	Donor1
human1_lib2.final_cell_0175	beta	Donor1
human1_lib2.final_cell_0176	beta	Donor1
human1_lib2.final_cell_0177	acinar	Donor1
human1_lib2.final_cell_0178	beta	Donor1
human1_lib2.final_cell_0179	beta	Donor1
human1_lib2.final_cell_0180	beta	Donor1
human1_lib2.final_cell_0181	beta	Donor1
human1_lib2.final_cell_0182	ductal	Donor1
human1_lib2.final_cell_0183	beta	Donor1
human1_lib2.final_cell_0184	delta	Donor1
human1_lib2.final_cell_0185	beta	Donor1
human1_lib2.final_cell_0186	alpha	Donor1
human1_lib2.final_cell_0187	beta	Donor1
human1_lib2.final_cell_0188	beta	Donor1
human1_lib2.final_cell_0189	beta	Donor1
human1_lib2.final_cell_0190	beta	Donor1
human1_lib2.final_cell_0191	delta	Donor1
human1_lib2.final_cell_0192	beta	Donor1
human1_lib2.final_cell_0193	beta	Donor1
human1_lib2.final_cell_0194	delta	Donor1
human1_lib2.final_cell_0195	beta	Donor1
human1_lib2.final_cell_0196	beta	Donor1
human1_lib2.final_cell_0197	beta	Donor1
human1_lib2.final_cell_0198	beta	Donor1
human1_lib2.final_cell_0199	beta	Donor1
human1_lib2.final_cell_0200	beta	Donor1
human1_lib2.final_cell_0201	beta	Donor1
human1_lib2.final_cell_0202	gamma	Donor1
human1_lib2.final_cell_0203	beta	Donor1
human1_lib2.final_cell_0204	beta	Donor1
human1_lib2.final_cell_0205	delta	Donor1
human1_lib2.final_cell_0206	ductal	Donor1
human1_lib2.final_cell_0207	beta	Donor1
human1_lib2.final_cell_0208	beta	Donor1
human1_lib2.final_cell_0209	beta	Donor1
human1_lib2.final_cell_0210	delta	Donor1
human1_lib2.final_cell_0211	beta	Donor1
human1_lib2.final_cell_0212	ductal	Donor1
human1_lib2.final_cell_0213	beta	Donor1
human1_lib2.final_cell_0214	beta	Donor1
human1_lib2.final_cell_0215	beta	Donor1
human1_lib2.final_cell_0216	beta	Donor1
human1_lib2.final_cell_0217	ductal	Donor1
human1_lib2.final_cell_0218	activated_stellate	Donor1
human1_lib2.final_cell_0219	beta	Donor1
human1_lib2.final_cell_0220	alpha	Donor1
human1_lib2.final_cell_0221	beta	Donor1
human1_lib2.final_cell_0222	beta	Donor1
human1_lib2.final_cell_0223	activated_stellate	Donor1
human1_lib2.final_cell_0224	alpha	Donor1
human1_lib2.final_cell_0225	acinar	Donor1
human1_lib2.final_cell_0226	gamma	Donor1
human1_lib2.final_cell_0227	beta	Donor1
human1_lib2.final_cell_0228	beta	Donor1
human1_lib2.final_cell_0229	beta	Donor1
human1_lib2.final_cell_0230	delta	Donor1
human1_lib2.final_cell_0231	alpha	Donor1
human1_lib2.final_cell_0232	endothelial	Donor1
human1_lib2.final_cell_0233	gamma	Donor1
human1_lib2.final_cell_0234	beta	Donor1
human1_lib2.final_cell_0235	alpha	Donor1
human1_lib2.final_cell_0236	beta	Donor1
human1_lib2.final_cell_0237	beta	Donor1
human1_lib2.final_cell_0238	beta	Donor1
human1_lib2.final_cell_0239	beta	Donor1
human1_lib2.final_cell_0240	beta	Donor1
human1_lib2.final_cell_0241	endothelial	Donor1
human1_lib2.final_cell_0242	beta	Donor1
human1_lib2.final_cell_0243	delta	Donor1
human1_lib2.final_cell_0244	beta	Donor1
human1_lib2.final_cell_0245	alpha	Donor1
human1_lib2.final_cell_0246	beta	Donor1
human1_lib2.final_cell_0247	alpha	Donor1
human1_lib2.final_cell_0248	alpha	Donor1
human1_lib2.final_cell_0249	delta	Donor1
human1_lib2.final_cell_0250	alpha	Donor1
human1_lib2.final_cell_0251	ductal	Donor1
human1_lib2.final_cell_0252	beta	Donor1
human1_lib2.final_cell_0253	alpha	Donor1
human1_lib2.final_cell_0254	endothelial	Donor1
human1_lib2.final_cell_0255	beta	Donor1
human1_lib2.final_cell_0256	beta	Donor1
human1_lib2.final_cell_0257	ductal	Donor1
human1_lib2.final_cell_0258	delta	Donor1
human1_lib2.final_cell_0259	beta	Donor1
human1_lib2.final_cell_0260	beta	Donor1
human1_lib2.final_cell_0261	alpha	Donor1
human1_lib2.final_cell_0262	alpha	Donor1
human1_lib2.final_cell_0263	delta	Donor1
human1_lib2.final_cell_0264	gamma	Donor1
human1_lib2.final_cell_0265	alpha	Donor1
human1_lib2.final_cell_0266	beta	Donor1
human1_lib2.final_cell_0267	alpha	Donor1
human1_lib2.final_cell_0268	ductal	Donor1
human1_lib2.final_cell_0269	beta	Donor1
human1_lib2.final_cell_0270	gamma	Donor1
human1_lib2.final_cell_0271	beta	Donor1
human1_lib2.final_cell_0272	schwann	Donor1
human1_lib2.final_cell_0273	delta	Donor1
human1_lib2.final_cell_0274	beta	Donor1
human1_lib2.final_cell_0275	alpha	Donor1
human1_lib2.final_cell_0276	delta	Donor1
human1_lib2.final_cell_0277	beta	Donor1
human1_lib2.final_cell_0278	acinar	Donor1
human1_lib2.final_cell_0279	beta	Donor1
human1_lib2.final_cell_0280	beta	Donor1
human1_lib2.final_cell_0281	beta	Donor1
human1_lib2.final_cell_0282	beta	Donor1
human1_lib2.final_cell_0283	beta	Donor1
human1_lib2.final_cell_0284	alpha	Donor1
human1_lib2.final_cell_0285	beta	Donor1
human1_lib2.final_cell_0286	beta	Donor1
human1_lib2.final_cell_0287	macrophage	Donor1
human1_lib2.final_cell_0288	gamma	Donor1
human1_lib2.final_cell_0289	beta	Donor1
human1_lib2.final_cell_0290	beta	Donor1
human1_lib2.final_cell_0291	alpha	Donor1
human1_lib2.final_cell_0292	acinar	Donor1
human1_lib2.final_cell_0293	endothelial	Donor1
human1_lib2.final_cell_0294	alpha	Donor1
human1_lib2.final_cell_0295	beta	Donor1
human1_lib2.final_cell_0296	alpha	Donor1
human1_lib2.final_cell_0297	alpha	Donor1
human1_lib2.final_cell_0298	alpha	Donor1
human1_lib2.final_cell_0299	beta	Donor1
human1_lib2.final_cell_0300	beta	Donor1
human1_lib2.final_cell_0301	alpha	Donor1
human1_lib2.final_cell_0302	alpha	Donor1
human1_lib2.final_cell_0303	macrophage	Donor1
human1_lib2.final_cell_0304	alpha	Donor1
human1_lib2.final_cell_0305	beta	Donor1
human1_lib2.final_cell_0306	beta	Donor1
human1_lib2.final_cell_0307	beta	Donor1
human1_lib2.final_cell_0308	alpha	Donor1
human1_lib2.final_cell_0309	activated_stellate	Donor1
human1_lib2.final_cell_0310	delta	Donor1
human1_lib2.final_cell_0311	alpha	Donor1
human1_lib2.final_cell_0312	alpha	Donor1
human1_lib2.final_cell_0313	endothelial	Donor1
human1_lib2.final_cell_0314	beta	Donor1
human1_lib2.final_cell_0315	delta	Donor1
human1_lib2.final_cell_0316	beta	Donor1
human1_lib2.final_cell_0317	beta	Donor1
human1_lib2.final_cell_0318	beta	Donor1
human1_lib2.final_cell_0319	ductal	Donor1
human1_lib2.final_cell_0320	beta	Donor1
human1_lib2.final_cell_0321	ductal	Donor1
human1_lib2.final_cell_0322	beta	Donor1
human1_lib2.final_cell_0323	beta	Donor1
human1_lib2.final_cell_0324	activated_stellate	Donor1
human1_lib2.final_cell_0325	beta	Donor1
human1_lib2.final_cell_0326	ductal	Donor1
human1_lib2.final_cell_0327	beta	Donor1
human1_lib2.final_cell_0328	beta	Donor1
human1_lib2.final_cell_0329	delta	Donor1
human1_lib2.final_cell_0330	ductal	Donor1
human1_lib2.final_cell_0331	alpha	Donor1
human1_lib2.final_cell_0332	ductal	Donor1
human1_lib2.final_cell_0333	beta	Donor1
human1_lib2.final_cell_0334	gamma	Donor1
human1_lib2.final_cell_0335	ductal	Donor1
human1_lib2.final_cell_0336	beta	Donor1
human1_lib2.final_cell_0337	gamma	Donor1
human1_lib2.final_cell_0338	delta	Donor1
human1_lib2.final_cell_0339	alpha	Donor1
human1_lib2.final_cell_0340	gamma	Donor1
human1_lib2.final_cell_0341	alpha	Donor1
human1_lib2.final_cell_0342	beta	Donor1
human1_lib2.final_cell_0343	macrophage	Donor1
human1_lib2.final_cell_0344	beta	Donor1
human1_lib2.final_cell_0345	beta	Donor1
human1_lib2.final_cell_0346	quiescent_stellate	Donor1
human1_lib2.final_cell_0347	delta	Donor1
human1_lib2.final_cell_0348	beta	Donor1
human1_lib2.final_cell_0349	alpha	Donor1
human1_lib2.final_cell_0350	beta	Donor1
human1_lib2.final_cell_0351	alpha	Donor1
human1_lib2.final_cell_0352	beta	Donor1
human1_lib2.final_cell_0353	beta	Donor1
human1_lib2.final_cell_0354	gamma	Donor1
human1_lib2.final_cell_0355	alpha	Donor1
human1_lib2.final_cell_0356	beta	Donor1
human1_lib2.final_cell_0357	beta	Donor1
human1_lib2.final_cell_0358	beta	Donor1
human1_lib2.final_cell_0359	beta	Donor1
human1_lib2.final_cell_0360	macrophage	Donor1
human1_lib2.final_cell_0361	beta	Donor1
human1_lib2.final_cell_0362	delta	Donor1
human1_lib2.final_cell_0363	beta	Donor1
human1_lib2.final_cell_0364	gamma	Donor1
human1_lib2.final_cell_0365	epsilon	Donor1
human1_lib2.final_cell_0366	delta	Donor1
human1_lib2.final_cell_0367	alpha	Donor1
human1_lib2.final_cell_0368	beta	Donor1
human1_lib2.final_cell_0369	beta	Donor1
human1_lib2.final_cell_0370	delta	Donor1
human1_lib2.final_cell_0371	alpha	Donor1
human1_lib2.final_cell_0372	endothelial	Donor1
human1_lib2.final_cell_0373	beta	Donor1
human1_lib2.final_cell_0374	activated_stellate	Donor1
human1_lib2.final_cell_0375	acinar	Donor1
human1_lib2.final_cell_0376	beta	Donor1
human1_lib2.final_cell_0377	acinar	Donor1
human1_lib2.final_cell_0378	alpha	Donor1
human1_lib2.final_cell_0379	gamma	Donor1
human1_lib2.final_cell_0380	macrophage	Donor1
human1_lib2.final_cell_0381	beta	Donor1
human1_lib2.final_cell_0382	beta	Donor1
human1_lib2.final_cell_0383	acinar	Donor1
human1_lib2.final_cell_0384	beta	Donor1
human1_lib2.final_cell_0385	beta	Donor1
human1_lib2.final_cell_0386	alpha	Donor1
human1_lib2.final_cell_0387	delta	Donor1
human1_lib2.final_cell_0388	beta	Donor1
human1_lib2.final_cell_0389	ductal	Donor1
human1_lib2.final_cell_0390	alpha	Donor1
human1_lib2.final_cell_0391	beta	Donor1
human1_lib2.final_cell_0392	delta	Donor1
human1_lib2.final_cell_0393	beta	Donor1
human1_lib2.final_cell_0394	beta	Donor1
human1_lib2.final_cell_0395	acinar	Donor1
human1_lib2.final_cell_0396	beta	Donor1
human1_lib2.final_cell_0397	beta	Donor1
human1_lib2.final_cell_0398	beta	Donor1
human1_lib2.final_cell_0399	alpha	Donor1
human1_lib2.final_cell_0400	alpha	Donor1
human1_lib2.final_cell_0401	alpha	Donor1
human1_lib2.final_cell_0402	ductal	Donor1
human1_lib2.final_cell_0403	alpha	Donor1
human1_lib2.final_cell_0404	acinar	Donor1
human1_lib2.final_cell_0405	acinar	Donor1
human1_lib2.final_cell_0406	beta	Donor1
human1_lib2.final_cell_0407	delta	Donor1
human1_lib2.final_cell_0408	quiescent_stellate	Donor1
human1_lib2.final_cell_0409	alpha	Donor1
human1_lib2.final_cell_0410	delta	Donor1
human1_lib2.final_cell_0411	beta	Donor1
human1_lib2.final_cell_0412	ductal	Donor1
human1_lib2.final_cell_0413	beta	Donor1
human1_lib2.final_cell_0414	beta	Donor1
human1_lib2.final_cell_0415	beta	Donor1
human1_lib2.final_cell_0416	beta	Donor1
human1_lib2.final_cell_0417	quiescent_stellate	Donor1
human1_lib2.final_cell_0418	endothelial	Donor1
human1_lib2.final_cell_0419	acinar	Donor1
human1_lib2.final_cell_0420	activated_stellate	Donor1
human1_lib2.final_cell_0421	delta	Donor1
human1_lib2.final_cell_0422	beta	Donor1
human1_lib2.final_cell_0423	alpha	Donor1
human1_lib2.final_cell_0424	endothelial	Donor1
human1_lib2.final_cell_0425	endothelial	Donor1
human1_lib2.final_cell_0426	alpha	Donor1
human1_lib2.final_cell_0427	beta	Donor1
human1_lib2.final_cell_0428	gamma	Donor1
human1_lib2.final_cell_0429	beta	Donor1
human1_lib2.final_cell_0430	ductal	Donor1
human1_lib2.final_cell_0431	activated_stellate	Donor1
human1_lib2.final_cell_0432	alpha	Donor1
human1_lib2.final_cell_0433	beta	Donor1
human1_lib2.final_cell_0434	beta	Donor1
human1_lib2.final_cell_0435	alpha	Donor1
human1_lib2.final_cell_0436	acinar	Donor1
human1_lib2.final_cell_0437	quiescent_stellate	Donor1
human1_lib2.final_cell_0438	beta	Donor1
human1_lib2.final_cell_0439	alpha	Donor1
human1_lib2.final_cell_0440	beta	Donor1
human1_lib2.final_cell_0441	ductal	Donor1
human1_lib2.final_cell_0442	beta	Donor1
human1_lib2.final_cell_0443	delta	Donor1
human1_lib2.final_cell_0444	beta	Donor1
human1_lib2.final_cell_0445	beta	Donor1
human1_lib2.final_cell_0446	beta	Donor1
human1_lib2.final_cell_0447	beta	Donor1
human1_lib2.final_cell_0448	quiescent_stellate	Donor1
human1_lib2.final_cell_0449	beta	Donor1
human1_lib2.final_cell_0450	beta	Donor1
human1_lib2.final_cell_0451	schwann	Donor1
human1_lib2.final_cell_0452	endothelial	Donor1
human1_lib2.final_cell_0453	beta	Donor1
human1_lib2.final_cell_0454	beta	Donor1
human1_lib2.final_cell_0455	ductal	Donor1
human1_lib2.final_cell_0456	gamma	Donor1
human1_lib2.final_cell_0457	alpha	Donor1
human1_lib2.final_cell_0458	gamma	Donor1
human1_lib2.final_cell_0459	alpha	Donor1
human1_lib2.final_cell_0460	quiescent_stellate	Donor1
human1_lib2.final_cell_0461	endothelial	Donor1
human1_lib2.final_cell_0462	quiescent_stellate	Donor1
human1_lib2.final_cell_0463	delta	Donor1
human1_lib2.final_cell_0464	beta	Donor1
human1_lib2.final_cell_0465	ductal	Donor1
human1_lib2.final_cell_0466	endothelial	Donor1
human1_lib2.final_cell_0467	beta	Donor1
human1_lib2.final_cell_0468	delta	Donor1
human1_lib2.final_cell_0469	activated_stellate	Donor1
human1_lib2.final_cell_0470	endothelial	Donor1
human1_lib2.final_cell_0471	acinar	Donor1
human1_lib2.final_cell_0472	endothelial	Donor1
human1_lib2.final_cell_0473	delta	Donor1
human1_lib2.final_cell_0474	gamma	Donor1
human1_lib2.final_cell_0475	activated_stellate	Donor1
human1_lib2.final_cell_0476	endothelial	Donor1
human1_lib2.final_cell_0477	beta	Donor1
human1_lib2.final_cell_0478	ductal	Donor1
human1_lib2.final_cell_0479	beta	Donor1
human1_lib2.final_cell_0480	beta	Donor1
human1_lib2.final_cell_0481	alpha	Donor1
human1_lib2.final_cell_0482	alpha	Donor1
human1_lib2.final_cell_0483	beta	Donor1
human1_lib2.final_cell_0484	ductal	Donor1
human1_lib2.final_cell_0485	beta	Donor1
human1_lib2.final_cell_0486	alpha	Donor1
human1_lib2.final_cell_0487	endothelial	Donor1
human1_lib2.final_cell_0488	endothelial	Donor1
human1_lib2.final_cell_0489	beta	Donor1
human1_lib2.final_cell_0490	endothelial	Donor1
human1_lib2.final_cell_0491	endothelial	Donor1
human1_lib2.final_cell_0492	alpha	Donor1
human1_lib2.final_cell_0493	quiescent_stellate	Donor1
human1_lib2.final_cell_0494	ductal	Donor1
human1_lib2.final_cell_0495	beta	Donor1
human1_lib2.final_cell_0496	quiescent_stellate	Donor1
human1_lib2.final_cell_0497	epsilon	Donor1
human1_lib2.final_cell_0498	delta	Donor1
human1_lib2.final_cell_0499	macrophage	Donor1
human1_lib2.final_cell_0500	gamma	Donor1
human1_lib2.final_cell_0501	ductal	Donor1
human1_lib2.final_cell_0502	alpha	Donor1
human1_lib2.final_cell_0503	beta	Donor1
human1_lib2.final_cell_0504	alpha	Donor1
human1_lib2.final_cell_0505	endothelial	Donor1
human1_lib2.final_cell_0506	beta	Donor1
human1_lib2.final_cell_0507	gamma	Donor1
human1_lib2.final_cell_0508	beta	Donor1
human1_lib2.final_cell_0509	beta	Donor1
human1_lib2.final_cell_0510	quiescent_stellate	Donor1
human1_lib2.final_cell_0511	alpha	Donor1
human1_lib2.final_cell_0512	beta	Donor1
