Barcode	Set	Platform	Type
GSE85241_D29.2_16	GSE85241	CEL-Seq2	delta
GSE85241_D29.2_18	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_19	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_20	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_22	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_24	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_25	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_26	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_27	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_28	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_30	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_31	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_33	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_34	GSE85241	CEL-Seq2	delta
GSE85241_D29.2_35	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_37	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_38	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_39	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_41	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_42	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_43	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_45	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_46	GSE85241	CEL-Seq2	delta
GSE85241_D29.2_47	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_48	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_49	GSE85241	CEL-Seq2	EC
GSE85241_D29.2_50	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_51	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_52	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_53	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_54	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_55	GSE85241	CEL-Seq2	EC
GSE85241_D29.2_56	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_57	GSE85241	CEL-Seq2	ductal
GSE85241_D29.2_58	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_59	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_60	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_61	GSE85241	CEL-Seq2	ductal
GSE85241_D29.2_62	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_63	GSE85241	CEL-Seq2	ductal
GSE85241_D29.2_64	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_65	GSE85241	CEL-Seq2	ductal
GSE85241_D29.2_66	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_67	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_68	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_69	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_70	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_71	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_72	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_73	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_74	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_75	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_76	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_77	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_78	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_79	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_80	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_81	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_82	GSE85241	CEL-Seq2	delta
GSE85241_D29.2_83	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_84	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_87	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_88	GSE85241	CEL-Seq2	ductal
GSE85241_D29.2_89	GSE85241	CEL-Seq2	beta
GSE85241_D29.2_90	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_91	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_92	GSE85241	CEL-Seq2	PP
GSE85241_D29.2_93	GSE85241	CEL-Seq2	alpha
GSE85241_D29.2_94	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_1	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_3	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_5	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_6	GSE85241	CEL-Seq2	acinar
GSE85241_D29.3_7	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_8	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_9	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_11	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_12	GSE85241	CEL-Seq2	ductal
GSE85241_D29.3_13	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_15	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_16	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_17	GSE85241	CEL-Seq2	ductal
GSE85241_D29.3_18	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_21	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_22	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_23	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_24	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_25	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_28	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_29	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_30	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_31	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_32	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_33	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_34	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_35	GSE85241	CEL-Seq2	EC
GSE85241_D29.3_36	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_37	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_38	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_39	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_40	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_41	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_42	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_43	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_44	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_45	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_47	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_48	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_49	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_50	GSE85241	CEL-Seq2	ductal
GSE85241_D29.3_51	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_52	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_53	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_54	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_56	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_57	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_58	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_59	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_60	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_61	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_64	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_66	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_68	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_69	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_71	GSE85241	CEL-Seq2	PP
GSE85241_D29.3_72	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_73	GSE85241	CEL-Seq2	MC
GSE85241_D29.3_74	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_75	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_76	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_77	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_78	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_79	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_81	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_82	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_83	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_84	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_85	GSE85241	CEL-Seq2	delta
GSE85241_D29.3_86	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_87	GSE85241	CEL-Seq2	beta
GSE85241_D29.3_88	GSE85241	CEL-Seq2	EC
GSE85241_D29.3_92	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_93	GSE85241	CEL-Seq2	alpha
GSE85241_D29.3_94	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_2	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_3	GSE85241	CEL-Seq2	PP
GSE85241_D29.4_4	GSE85241	CEL-Seq2	PP
GSE85241_D29.4_5	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_6	GSE85241	CEL-Seq2	PP
GSE85241_D29.4_8	GSE85241	CEL-Seq2	MC
GSE85241_D29.4_9	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_12	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_13	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_15	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_16	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_17	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_18	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_19	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_20	GSE85241	CEL-Seq2	PP
GSE85241_D29.4_22	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_23	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_25	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_26	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_27	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_28	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_29	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_30	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_31	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_32	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_33	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_34	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_35	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_38	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_39	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_41	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_42	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_43	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_44	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_45	GSE85241	CEL-Seq2	ductal
GSE85241_D29.4_46	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_47	GSE85241	CEL-Seq2	ductal
GSE85241_D29.4_48	GSE85241	CEL-Seq2	PP
GSE85241_D29.4_49	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_50	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_51	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_52	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_53	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_55	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_56	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_57	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_58	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_59	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_60	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_61	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_62	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_63	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_64	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_65	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_66	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_67	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_68	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_70	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_72	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_73	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_74	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_75	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_77	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_79	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_80	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_81	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_82	GSE85241	CEL-Seq2	MC
GSE85241_D29.4_83	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_84	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_85	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_86	GSE85241	CEL-Seq2	PP
GSE85241_D29.4_87	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_88	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_90	GSE85241	CEL-Seq2	delta
GSE85241_D29.4_92	GSE85241	CEL-Seq2	beta
GSE85241_D29.4_93	GSE85241	CEL-Seq2	alpha
GSE85241_D29.4_94	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_3	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_5	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_6	GSE85241	CEL-Seq2	PP
GSE85241_D29.5_7	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_8	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_10	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_11	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_12	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_14	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_15	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_17	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_18	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_19	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_20	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_21	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_22	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_23	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_24	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_27	GSE85241	CEL-Seq2	PP
GSE85241_D29.5_30	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_31	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_32	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_33	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_34	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_35	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_36	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_37	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_39	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_40	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_43	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_44	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_46	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_47	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_48	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_49	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_51	GSE85241	CEL-Seq2	PP
GSE85241_D29.5_52	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_53	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_54	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_55	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_56	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_57	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_58	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_59	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_60	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_61	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_62	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_63	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_64	GSE85241	CEL-Seq2	ductal
GSE85241_D29.5_65	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_66	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_67	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_68	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_69	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_70	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_71	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_73	GSE85241	CEL-Seq2	acinar
GSE85241_D29.5_75	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_76	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_77	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_78	GSE85241	CEL-Seq2	acinar
GSE85241_D29.5_79	GSE85241	CEL-Seq2	PP
GSE85241_D29.5_81	GSE85241	CEL-Seq2	PP
GSE85241_D29.5_82	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_83	GSE85241	CEL-Seq2	delta
GSE85241_D29.5_84	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_85	GSE85241	CEL-Seq2	PP
GSE85241_D29.5_86	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_87	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_89	GSE85241	CEL-Seq2	ductal
GSE85241_D29.5_91	GSE85241	CEL-Seq2	beta
GSE85241_D29.5_92	GSE85241	CEL-Seq2	alpha
GSE85241_D29.5_94	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_1	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_3	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_4	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_6	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_7	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_8	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_9	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_10	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_11	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_12	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_13	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_16	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_17	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_19	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_21	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_22	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_23	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_24	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_26	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_27	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_28	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_29	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_30	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_31	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_32	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_33	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_34	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_38	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_39	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_40	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_41	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_42	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_43	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_44	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_46	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_48	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_50	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_51	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_52	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_53	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_54	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_55	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_56	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_57	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_58	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_59	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_60	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_62	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_63	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_64	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_65	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_66	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_67	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_69	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_70	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_72	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_77	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_78	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_79	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_80	GSE85241	CEL-Seq2	beta
GSE85241_D29.6_82	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_83	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_84	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_86	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_87	GSE85241	CEL-Seq2	delta
GSE85241_D29.6_88	GSE85241	CEL-Seq2	PP
GSE85241_D29.6_89	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_90	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_91	GSE85241	CEL-Seq2	alpha
GSE85241_D29.6_94	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_1	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_2	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_3	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_4	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_5	GSE85241	CEL-Seq2	acinar
GSE85241_D29.7_6	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_8	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_12	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_14	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_17	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_18	GSE85241	CEL-Seq2	EC
GSE85241_D29.7_19	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_20	GSE85241	CEL-Seq2	ductal
GSE85241_D29.7_21	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_23	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_25	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_28	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_30	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_31	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_32	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_33	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_34	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_35	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_36	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_37	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_38	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_39	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_40	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_41	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_42	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_43	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_44	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_45	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_46	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_47	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_48	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_49	GSE85241	CEL-Seq2	acinar
GSE85241_D29.7_50	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_51	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_52	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_54	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_55	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_56	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_57	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_58	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_59	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_60	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_61	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_62	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_63	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_64	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_65	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_68	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_69	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_70	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_71	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_72	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_73	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_74	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_75	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_76	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_77	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_78	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_79	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_80	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_81	GSE85241	CEL-Seq2	delta
GSE85241_D29.7_82	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_84	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_85	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_86	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_87	GSE85241	CEL-Seq2	beta
GSE85241_D29.7_89	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_90	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_91	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_92	GSE85241	CEL-Seq2	alpha
GSE85241_D29.7_93	GSE85241	CEL-Seq2	PP
GSE85241_D29.7_94	GSE85241	CEL-Seq2	PP
GSE85241_D29.8_2	GSE85241	CEL-Seq2	alpha
GSE85241_D29.8_3	GSE85241	CEL-Seq2	PP
GSE85241_D29.8_4	GSE85241	CEL-Seq2	MC
